full_lemma,freq,freq_class,rank,prop,cum_sum_prop
ei klimakrise,1,9,119,2.2574892204889722e-5,0.8614804614307967
ei klimautfordring,1,9,119,2.2574892204889722e-5,0.8615030363230015
ei klippeøy,1,9,119,2.2574892204889722e-5,0.8615256112152064
ei klisjégreie,1,9,119,2.2574892204889722e-5,0.8615481861074114
ei klo,1,9,119,2.2574892204889722e-5,0.8615707609996163
ei kløft,1,9,119,2.2574892204889722e-5,0.8615933358918211
ei klokkertro,1,9,119,2.2574892204889722e-5,0.861615910784026
ei klubbe,1,9,119,2.2574892204889722e-5,0.8616384856762309
ei knappetrykking,1,9,119,2.2574892204889722e-5,0.8616610605684358
ei kniving,1,9,119,2.2574892204889722e-5,0.8616836354606406
ei knivstikking,1,9,119,2.2574892204889722e-5,0.8617062103528456
ei koalisjonsregjering,1,9,119,2.2574892204889722e-5,0.8617287852450505
ei kobling,1,9,119,2.2574892204889722e-5,0.8617513601372553
ei koding,1,9,119,2.2574892204889722e-5,0.8617739350294602
ei koffeinpille,1,9,119,2.2574892204889722e-5,0.8617965099216651
ei kolonibefolkning,1,9,119,2.2574892204889722e-5,0.86181908481387
ei kommunemåling,1,9,119,2.2574892204889722e-5,0.8618416597060748
ei kommunevalgmåling,1,9,119,2.2574892204889722e-5,0.8618642345982798
ei kompetanseheving,1,9,119,2.2574892204889722e-5,0.8618868094904847
ei kompisgreie,1,9,119,2.2574892204889722e-5,0.8619093843826896
ei konfesjonsgrense,1,9,119,2.2574892204889722e-5,0.8619319592748944
ei konflikthåndtering,1,9,119,2.2574892204889722e-5,0.8619545341670993
ei konkurranseevne,1,9,119,2.2574892204889722e-5,0.8619771090593042
ei konkurranseform,1,9,119,2.2574892204889722e-5,0.8619996839515092
ei konsekvensvurdering,1,9,119,2.2574892204889722e-5,0.862022258843714
ei konsulenthjelp,1,9,119,2.2574892204889722e-5,0.8620448337359189
ei kontantstøtte,1,9,119,2.2574892204889722e-5,0.8620674086281238
ei kontrollgruppe,1,9,119,2.2574892204889722e-5,0.8620899835203287
ei konvertering,1,9,119,2.2574892204889722e-5,0.8621125584125335
ei koring,1,9,119,2.2574892204889722e-5,0.8621351333047385
ei korrupsjonsavsløring,1,9,119,2.2574892204889722e-5,0.8621577081969434
ei korrupsjonssak,1,9,119,2.2574892204889722e-5,0.8621802830891483
ei korthet,1,9,119,2.2574892204889722e-5,0.8622028579813531
ei kostnadseffektivisering,1,9,119,2.2574892204889722e-5,0.862225432873558
ei kraftpakke,1,9,119,2.2574892204889722e-5,0.8622480077657629
ei kreftomsorg,1,9,119,2.2574892204889722e-5,0.8622705826579679
ei krigsårsak,1,9,119,2.2574892204889722e-5,0.8622931575501727
ei krigsdagbok,1,9,119,2.2574892204889722e-5,0.8623157324423776
ei krigsinvestering,1,9,119,2.2574892204889722e-5,0.8623383073345825
ei krigskasse,1,9,119,2.2574892204889722e-5,0.8623608822267873
ei kringle,1,9,119,2.2574892204889722e-5,0.8623834571189922
ei krisehjelp,1,9,119,2.2574892204889722e-5,0.8624060320111971
ei krisemaksimering,1,9,119,2.2574892204889722e-5,0.8624286069034021
ei krisetid,1,9,119,2.2574892204889722e-5,0.8624511817956069
ei kristenhet,1,9,119,2.2574892204889722e-5,0.8624737566878118
ei krittlinje,1,9,119,2.2574892204889722e-5,0.8624963315800167
ei kull-virksomhet,1,9,119,2.2574892204889722e-5,0.8625189064722216
ei kullgruve,1,9,119,2.2574892204889722e-5,0.8625414813644264
ei kullutvinning,1,9,119,2.2574892204889722e-5,0.8625640562566314
ei kulturbevilgning,1,9,119,2.2574892204889722e-5,0.8625866311488363
ei kulturforskjellsforvikling,1,9,119,2.2574892204889722e-5,0.8626092060410412
ei kulturgruppe,1,9,119,2.2574892204889722e-5,0.862631780933246
ei kulturhistorie,1,9,119,2.2574892204889722e-5,0.8626543558254509
ei kundebehandling,1,9,119,2.2574892204889722e-5,0.8626769307176558
ei kunngjøring,1,9,119,2.2574892204889722e-5,0.8626995056098608
ei kunstgren,1,9,119,2.2574892204889722e-5,0.8627220805020656
ei kunsthistorie,1,9,119,2.2574892204889722e-5,0.8627446553942705
ei kunstnersjel,1,9,119,2.2574892204889722e-5,0.8627672302864754
ei kunstsponsing,1,9,119,2.2574892204889722e-5,0.8627898051786803
ei kvikkhet,1,9,119,2.2574892204889722e-5,0.8628123800708851
ei kyndighet,1,9,119,2.2574892204889722e-5,0.86283495496309
ei lære,1,9,119,2.2574892204889722e-5,0.862857529855295
ei lagtrening,1,9,119,2.2574892204889722e-5,0.8628801047474999
ei lagvenninne,1,9,119,2.2574892204889722e-5,0.8629026796397047
ei landbruksforvaltning,1,9,119,2.2574892204889722e-5,0.8629252545319096
ei landsbygd,1,9,119,2.2574892204889722e-5,0.8629478294241145
ei landskapsform,1,9,119,2.2574892204889722e-5,0.8629704043163193
ei låneordning,1,9,119,2.2574892204889722e-5,0.8629929792085242
ei langsiktighet,1,9,119,2.2574892204889722e-5,0.8630155541007292
ei langtidssteking,1,9,119,2.2574892204889722e-5,0.8630381289929341
ei last,1,9,119,2.2574892204889722e-5,0.8630607038851389
ei latterlighet,1,9,119,2.2574892204889722e-5,0.8630832787773438
ei lattersalve,1,9,119,2.2574892204889722e-5,0.8631058536695487
ei led-lampe,1,9,119,2.2574892204889722e-5,0.8631284285617536
ei lederstilling,1,9,119,2.2574892204889722e-5,0.8631510034539585
ei lefling,1,9,119,2.2574892204889722e-5,0.8631735783461634
ei legeerklæring,1,9,119,2.2574892204889722e-5,0.8631961532383683
ei lei,1,9,119,2.2574892204889722e-5,0.8632187281305732
ei leie,1,9,119,2.2574892204889722e-5,0.863241303022778
ei leke,1,9,119,2.2574892204889722e-5,0.8632638779149829
ei leketante,1,9,119,2.2574892204889722e-5,0.8632864528071879
ei lenke,1,9,119,2.2574892204889722e-5,0.8633090276993928
ei leppe,1,9,119,2.2574892204889722e-5,0.8633316025915976
ei lesing,1,9,119,2.2574892204889722e-5,0.8633541774838025
ei leting,1,9,119,2.2574892204889722e-5,0.8633767523760074
ei leverandøroppfølging,1,9,119,2.2574892204889722e-5,0.8633993272682123
ei levering,1,9,119,2.2574892204889722e-5,0.8634219021604171
ei likelønn,1,9,119,2.2574892204889722e-5,0.8634444770526221
ei linerle,1,9,119,2.2574892204889722e-5,0.863467051944827
ei linsesuppe,1,9,119,2.2574892204889722e-5,0.8634896268370319
ei lit,1,9,119,2.2574892204889722e-5,0.8635122017292367
ei livmor,1,9,119,2.2574892204889722e-5,0.8635347766214416
ei livserfaring,1,9,119,2.2574892204889722e-5,0.8635573515136465
ei livsform,1,9,119,2.2574892204889722e-5,0.8635799264058514
ei livshjelp,1,9,119,2.2574892204889722e-5,0.8636025012980563
ei livsløgn,1,9,119,2.2574892204889722e-5,0.8636250761902612
ei livssynstilhørighet,1,9,119,2.2574892204889722e-5,0.8636476510824661
ei løfteplattform,1,9,119,2.2574892204889722e-5,0.8636702259746709
ei lojalist,1,9,119,2.2574892204889722e-5,0.8636928008668758
ei lokalavis,1,9,119,2.2574892204889722e-5,0.8637153757590808
ei lommelykt,1,9,119,2.2574892204889722e-5,0.8637379506512857
ei lønnsomhet,1,9,119,2.2574892204889722e-5,0.8637605255434905
ei løpetid,1,9,119,2.2574892204889722e-5,0.8637831004356954
ei løping,1,9,119,2.2574892204889722e-5,0.8638056753279003
ei lovgrense,1,9,119,2.2574892204889722e-5,0.8638282502201052
ei løype,1,9,119,2.2574892204889722e-5,0.86385082511231
ei LP-plate,1,9,119,2.2574892204889722e-5,0.863873400004515
ei lue,1,9,119,2.2574892204889722e-5,0.8638959748967199
ei luksusshopping,1,9,119,2.2574892204889722e-5,0.8639185497889248
ei lut,1,9,119,2.2574892204889722e-5,0.8639411246811296
ei lydbok,1,9,119,2.2574892204889722e-5,0.8639636995733345
ei lynghei,1,9,119,2.2574892204889722e-5,0.8639862744655394
ei lysløype,1,9,119,2.2574892204889722e-5,0.8640088493577444
ei Mall-pakke,1,9,119,2.2574892204889722e-5,0.8640314242499492
ei målsetning,1,9,119,2.2574892204889722e-5,0.8640539991421541
ei mammografiscreening,1,9,119,2.2574892204889722e-5,0.864076574034359
ei manipulering,1,9,119,2.2574892204889722e-5,0.8640991489265639
ei mannlighet,1,9,119,2.2574892204889722e-5,0.8641217238187687
ei manusendring,1,9,119,2.2574892204889722e-5,0.8641442987109736
ei markedsinntekt,1,9,119,2.2574892204889722e-5,0.8641668736031786
ei markedsregulatorrolle,1,9,119,2.2574892204889722e-5,0.8641894484953834
ei markeringsmulighet,1,9,119,2.2574892204889722e-5,0.8642120233875883
ei mast,1,9,119,2.2574892204889722e-5,0.8642345982797932
ei matforsyning,1,9,119,2.2574892204889722e-5,0.8642571731719981
ei matplanlegging,1,9,119,2.2574892204889722e-5,0.8642797480642029
ei medieoppmerksomhet,1,9,119,2.2574892204889722e-5,0.8643023229564079
ei medisinering,1,9,119,2.2574892204889722e-5,0.8643248978486128
ei medlemsavgift,1,9,119,2.2574892204889722e-5,0.8643474727408177
ei medlemsgruppe,1,9,119,2.2574892204889722e-5,0.8643700476330225
ei medlemsutvikling,1,9,119,2.2574892204889722e-5,0.8643926225252274
ei meierivare,1,9,119,2.2574892204889722e-5,0.8644151974174323
ei mellomkrigstidsfilosof,1,9,119,2.2574892204889722e-5,0.8644377723096373
ei menighetskirke,1,9,119,2.2574892204889722e-5,0.8644603472018421
ei meningsløshet,1,9,119,2.2574892204889722e-5,0.864482922094047
ei merverdiavgift,1,9,119,2.2574892204889722e-5,0.8645054969862519
ei mesenvirksomhet,1,9,119,2.2574892204889722e-5,0.8645280718784568
ei metallplate,1,9,119,2.2574892204889722e-5,0.8645506467706616
ei metemark,1,9,119,2.2574892204889722e-5,0.8645732216628665
ei middelklasse,1,9,119,2.2574892204889722e-5,0.8645957965550715
ei midnattssol,1,9,119,2.2574892204889722e-5,0.8646183714472764
ei militærtrening,1,9,119,2.2574892204889722e-5,0.8646409463394812
ei militæruniform,1,9,119,2.2574892204889722e-5,0.8646635212316861
ei miljøbekymring,1,9,119,2.2574892204889722e-5,0.864686096123891
ei miljøendring,1,9,119,2.2574892204889722e-5,0.8647086710160959
ei miljøforvaltningsoppgave,1,9,119,2.2574892204889722e-5,0.8647312459083007
ei miljøutfordring,1,9,119,2.2574892204889722e-5,0.8647538208005057
ei miljøvernavdeling,1,9,119,2.2574892204889722e-5,0.8647763956927106
ei miljøvernsak,1,9,119,2.2574892204889722e-5,0.8647989705849154
ei milliardærutpresssing,1,9,119,2.2574892204889722e-5,0.8648215454771203
ei mimring,1,9,119,2.2574892204889722e-5,0.8648441203693252
ei mms-mulighet,1,9,119,2.2574892204889722e-5,0.8648666952615301
ei mobilisering,1,9,119,2.2574892204889722e-5,0.864889270153735
ei modenhet,1,9,119,2.2574892204889722e-5,0.8649118450459399
ei modernisering,1,9,119,2.2574892204889722e-5,0.8649344199381448
ei mørketid,1,9,119,2.2574892204889722e-5,0.8649569948303497
ei møtetid,1,9,119,2.2574892204889722e-5,0.8649795697225545
ei møtevirksomhet,1,9,119,2.2574892204889722e-5,0.8650021446147594
ei motforestilling,1,9,119,2.2574892204889722e-5,0.8650247195069644
ei motivasjonsordning,1,9,119,2.2574892204889722e-5,0.8650472943991693
ei motmakt,1,9,119,2.2574892204889722e-5,0.8650698692913741
ei motstandsgruppe,1,9,119,2.2574892204889722e-5,0.865092444183579
ei motstandskraft,1,9,119,2.2574892204889722e-5,0.8651150190757839
ei mottakerbevissthet,1,9,119,2.2574892204889722e-5,0.8651375939679888
ei motytring,1,9,119,2.2574892204889722e-5,0.8651601688601936
ei munkedrakt,1,9,119,2.2574892204889722e-5,0.8651827437523986
ei munnkurv,1,9,119,2.2574892204889722e-5,0.8652053186446035
ei musefelle,1,9,119,2.2574892204889722e-5,0.8652278935368084
ei museflette,1,9,119,2.2574892204889722e-5,0.8652504684290132
ei myr,1,9,119,2.2574892204889722e-5,0.8652730433212181
ei nabokone,1,9,119,2.2574892204889722e-5,0.865295618213423
ei nabokvinne,1,9,119,2.2574892204889722e-5,0.865318193105628
ei næringsmiddeltilsetting,1,9,119,2.2574892204889722e-5,0.8653407679978328
ei næringsvirksomhet,1,9,119,2.2574892204889722e-5,0.8653633428900377
ei nål,1,9,119,2.2574892204889722e-5,0.8653859177822426
ei nasjonaldrakt,1,9,119,2.2574892204889722e-5,0.8654084926744474
ei nasjonalforsamling,1,9,119,2.2574892204889722e-5,0.8654310675666523
ei nasjonalinntekt,1,9,119,2.2574892204889722e-5,0.8654536424588573
ei nasjonsbygging,1,9,119,2.2574892204889722e-5,0.8654762173510622
ei naturregistrering,1,9,119,2.2574892204889722e-5,0.865498792243267
ei nazimyndighet,1,9,119,2.2574892204889722e-5,0.8655213671354719
ei nedbemanning,1,9,119,2.2574892204889722e-5,0.8655439420276768
ei nedgangstid,1,9,119,2.2574892204889722e-5,0.8655665169198817
ei nedlegging,1,9,119,2.2574892204889722e-5,0.8655890918120865
ei nedriving,1,9,119,2.2574892204889722e-5,0.8656116667042915
ei nedrustning,1,9,119,2.2574892204889722e-5,0.8656342415964964
ei nedrustningsforhandling,1,9,119,2.2574892204889722e-5,0.8656568164887013
ei nedskjæring,1,9,119,2.2574892204889722e-5,0.8656793913809061
ei nedtrapping,1,9,119,2.2574892204889722e-5,0.865701966273111
ei nei-kraft,1,9,119,2.2574892204889722e-5,0.8657245411653159
ei nepe,1,9,119,2.2574892204889722e-5,0.8657471160575209
ei nestekjærlighet,1,9,119,2.2574892204889722e-5,0.8657696909497257
ei nettolønn,1,9,119,2.2574892204889722e-5,0.8657922658419306
ei nettolønnsordning,1,9,119,2.2574892204889722e-5,0.8658148407341355
ei nettutgave,1,9,119,2.2574892204889722e-5,0.8658374156263404
ei NHL-framtid,1,9,119,2.2574892204889722e-5,0.8658599905185452
ei NHL-trøye,1,9,119,2.2574892204889722e-5,0.8658825654107501
ei nikkedokke,1,9,119,2.2574892204889722e-5,0.8659051403029551
ei nitakt,1,9,119,2.2574892204889722e-5,0.86592771519516
ei Nobel-prise,1,9,119,2.2574892204889722e-5,0.8659502900873648
ei nødhjelpsvare,1,9,119,2.2574892204889722e-5,0.8659728649795697
ei nødlanding,1,9,119,2.2574892204889722e-5,0.8659954398717746
ei nødmelding,1,9,119,2.2574892204889722e-5,0.8660180147639794
ei nøkkelart,1,9,119,2.2574892204889722e-5,0.8660405896561844
ei novelle,1,9,119,2.2574892204889722e-5,0.8660631645483893
ei nyetablering,1,9,119,2.2574892204889722e-5,0.8660857394405942
ei nyre,1,9,119,2.2574892204889722e-5,0.866108314332799
ei nyskaping,1,9,119,2.2574892204889722e-5,0.8661308892250039
ei nyttårstid,1,9,119,2.2574892204889722e-5,0.8661534641172088
ei nytte,1,9,119,2.2574892204889722e-5,0.8661760390094138
ei nytte-betraktning,1,9,119,2.2574892204889722e-5,0.8661986139016186
ei objektsikring,1,9,119,2.2574892204889722e-5,0.8662211887938235
ei offentliggjøring,1,9,119,2.2574892204889722e-5,0.8662437636860284
ei økt,1,9,119,2.2574892204889722e-5,0.8662663385782333
ei olabukse,1,9,119,2.2574892204889722e-5,0.8662889134704381
ei oljeforurensning,1,9,119,2.2574892204889722e-5,0.866311488362643
ei oljeleting,1,9,119,2.2574892204889722e-5,0.866334063254848
ei oljeutsending,1,9,119,2.2574892204889722e-5,0.8663566381470529
ei ølkran,1,9,119,2.2574892204889722e-5,0.8663792130392577
ei ombygging,1,9,119,2.2574892204889722e-5,0.8664017879314626
ei omgangssyke,1,9,119,2.2574892204889722e-5,0.8664243628236675
ei omkostning,1,9,119,2.2574892204889722e-5,0.8664469377158724
ei omlegging,1,9,119,2.2574892204889722e-5,0.8664695126080773
ei omsetning,1,9,119,2.2574892204889722e-5,0.8664920875002822
ei omsetningsavgift,1,9,119,2.2574892204889722e-5,0.8665146623924871
ei omskjæring,1,9,119,2.2574892204889722e-5,0.866537237284692
ei omsying,1,9,119,2.2574892204889722e-5,0.8665598121768968
ei omtenksomhet,1,9,119,2.2574892204889722e-5,0.8665823870691017
ei oppbevaring,1,9,119,2.2574892204889722e-5,0.8666049619613067
ei oppfinnsomhet,1,9,119,2.2574892204889722e-5,0.8666275368535115
ei oppfølgning,1,9,119,2.2574892204889722e-5,0.8666501117457164
ei oppføring,1,9,119,2.2574892204889722e-5,0.8666726866379213
ei oppgangstid,1,9,119,2.2574892204889722e-5,0.8666952615301262
ei opphausing,1,9,119,2.2574892204889722e-5,0.866717836422331
ei opplevelsesmulighet,1,9,119,2.2574892204889722e-5,0.8667404113145359
ei oppløsning,1,9,119,2.2574892204889722e-5,0.8667629862067409
ei oppmyking,1,9,119,2.2574892204889722e-5,0.8667855610989458
ei oppmykning,1,9,119,2.2574892204889722e-5,0.8668081359911506
ei oppnevning,1,9,119,2.2574892204889722e-5,0.8668307108833555
ei oppriktighet,1,9,119,2.2574892204889722e-5,0.8668532857755604
ei opprømthet,1,9,119,2.2574892204889722e-5,0.8668758606677653
ei opprulling,1,9,119,2.2574892204889722e-5,0.8668984355599701
ei oppstigning,1,9,119,2.2574892204889722e-5,0.8669210104521751
ei oppstilling,1,9,119,2.2574892204889722e-5,0.86694358534438
ei oppussing,1,9,119,2.2574892204889722e-5,0.8669661602365849
ei opsjonslovgivning,1,9,119,2.2574892204889722e-5,0.8669887351287897
ei opsjonsordning,1,9,119,2.2574892204889722e-5,0.8670113100209946
ei ordbok,1,9,119,2.2574892204889722e-5,0.8670338849131995
ei ordliste,1,9,119,2.2574892204889722e-5,0.8670564598054045
ei øredobb,1,9,119,2.2574892204889722e-5,0.8670790346976093
ei orientering,1,9,119,2.2574892204889722e-5,0.8671016095898142
ei ørkenbosetting,1,9,119,2.2574892204889722e-5,0.8671241844820191
ei ørkenvandring,1,9,119,2.2574892204889722e-5,0.867146759374224
ei orkesterforening,1,9,119,2.2574892204889722e-5,0.8671693342664288
ei overbevisningskraft,1,9,119,2.2574892204889722e-5,0.8671919091586338
ei overgangsordning,1,9,119,2.2574892204889722e-5,0.8672144840508387
ei overgrepssak,1,9,119,2.2574892204889722e-5,0.8672370589430435
ei overlapping,1,9,119,2.2574892204889722e-5,0.8672596338352484
ei overlast,1,9,119,2.2574892204889722e-5,0.8672822087274533
ei overlegenhet,1,9,119,2.2574892204889722e-5,0.8673047836196582
ei overlevelseshjelp,1,9,119,2.2574892204889722e-5,0.867327358511863
ei overmedisinering,1,9,119,2.2574892204889722e-5,0.867349933404068
ei overskrift,1,9,119,2.2574892204889722e-5,0.8673725082962729
ei overtidsjobbing,1,9,119,2.2574892204889722e-5,0.8673950831884778
ei overvekt,1,9,119,2.2574892204889722e-5,0.8674176580806826
ei overvintring,1,9,119,2.2574892204889722e-5,0.8674402329728875
ei øvrighetsmakt,1,9,119,2.2574892204889722e-5,0.8674628078650924
ei øygruppe,1,9,119,2.2574892204889722e-5,0.8674853827572974
ei p-pille,1,9,119,2.2574892204889722e-5,0.8675079576495022
ei på-holdning,1,9,119,2.2574892204889722e-5,0.8675305325417071
ei pakkiskjerring,1,9,119,2.2574892204889722e-5,0.867553107433912
ei påkledning,1,9,119,2.2574892204889722e-5,0.8675756823261169
ei paljettskjorte,1,9,119,2.2574892204889722e-5,0.8675982572183217
ei pannekake,1,9,119,2.2574892204889722e-5,0.8676208321105267
ei papirbok,1,9,119,2.2574892204889722e-5,0.8676434070027316
ei påplussing,1,9,119,2.2574892204889722e-5,0.8676659818949365
ei parkeringsbot,1,9,119,2.2574892204889722e-5,0.8676885567871413
ei pasning,1,9,119,2.2574892204889722e-5,0.8677111316793462
ei passering,1,9,119,2.2574892204889722e-5,0.8677337065715511
ei påvirkningskraft,1,9,119,2.2574892204889722e-5,0.867756281463756
ei peanøtt,1,9,119,2.2574892204889722e-5,0.8677788563559609
ei pengekrise,1,9,119,2.2574892204889722e-5,0.8678014312481658
ei pengeoverføring,1,9,119,2.2574892204889722e-5,0.8678240061403707
ei personlighetsutvikling,1,9,119,2.2574892204889722e-5,0.8678465810325755
ei petroleumsvirksomhet,1,9,119,2.2574892204889722e-5,0.8678691559247804
ei piercing,1,9,119,2.2574892204889722e-5,0.8678917308169853
ei pike,1,9,119,2.2574892204889722e-5,0.8679143057091903
ei pilleeske,1,9,119,2.2574892204889722e-5,0.8679368806013951
ei piping,1,9,119,2.2574892204889722e-5,0.8679594554936
ei plankekjøring,1,9,119,2.2574892204889722e-5,0.8679820303858049
ei planteart,1,9,119,2.2574892204889722e-5,0.8680046052780098
ei plateforretning,1,9,119,2.2574892204889722e-5,0.8680271801702146
ei plateinnspilling,1,9,119,2.2574892204889722e-5,0.8680497550624195
ei plenumsbehandling,1,9,119,2.2574892204889722e-5,0.8680723299546245
ei poengtavle,1,9,119,2.2574892204889722e-5,0.8680949048468294
ei polarforskning,1,9,119,2.2574892204889722e-5,0.8681174797390342
ei polarisering,1,9,119,2.2574892204889722e-5,0.8681400546312391
ei politisperring,1,9,119,2.2574892204889722e-5,0.868162629523444
ei politivakt,1,9,119,2.2574892204889722e-5,0.868185204415649
ei popstjerne,1,9,119,2.2574892204889722e-5,0.8682077793078538
ei posering,1,9,119,2.2574892204889722e-5,0.8682303542000587
ei postkasse,1,9,119,2.2574892204889722e-5,0.8682529290922636
ei potetpannekake,1,9,119,2.2574892204889722e-5,0.8682755039844685
ei potte,1,9,119,2.2574892204889722e-5,0.8682980788766733
ei pressedekning,1,9,119,2.2574892204889722e-5,0.8683206537688782
ei pressefrihet,1,9,119,2.2574892204889722e-5,0.8683432286610832
ei pressemelding,1,9,119,2.2574892204889722e-5,0.8683658035532881
ei prestelønning,1,9,119,2.2574892204889722e-5,0.8683883784454929
ei prioritetsliste,1,9,119,2.2574892204889722e-5,0.8684109533376978
ei prisjustering,1,9,119,2.2574892204889722e-5,0.8684335282299027
ei prisklasse,1,9,119,2.2574892204889722e-5,0.8684561031221075
ei pristildeling,1,9,119,2.2574892204889722e-5,0.8684786780143124
ei privatskolelovgivning,1,9,119,2.2574892204889722e-5,0.8685012529065174
ei prokastrinering,1,9,119,2.2574892204889722e-5,0.8685238277987223
ei prosatekst,1,9,119,2.2574892204889722e-5,0.8685464026909271
ei prosjektutvikling,1,9,119,2.2574892204889722e-5,0.868568977583132
ei prøve,1,9,119,2.2574892204889722e-5,0.8685915524753369
ei prøvesprengning,1,9,119,2.2574892204889722e-5,0.8686141273675418
ei prøving,1,9,119,2.2574892204889722e-5,0.8686367022597467
ei punktlighet,1,9,119,2.2574892204889722e-5,0.8686592771519516
ei rådighet,1,9,119,2.2574892204889722e-5,0.8686818520441565
ei radonstråling,1,9,119,2.2574892204889722e-5,0.8687044269363614
ei rakettavfyring,1,9,119,2.2574892204889722e-5,0.8687270018285662
ei randsone,1,9,119,2.2574892204889722e-5,0.8687495767207711
ei ransaking,1,9,119,2.2574892204889722e-5,0.868772151612976
ei rapportering,1,9,119,2.2574892204889722e-5,0.868794726505181
ei redningspakke,1,9,119,2.2574892204889722e-5,0.8688173013973858
ei referanseramme,1,9,119,2.2574892204889722e-5,0.8688398762895907
ei regionsavis,1,9,119,2.2574892204889722e-5,0.8688624511817956
ei regionsforskning,1,9,119,2.2574892204889722e-5,0.8688850260740005
ei regntid,1,9,119,2.2574892204889722e-5,0.8689076009662053
ei reisehåndbok,1,9,119,2.2574892204889722e-5,0.8689301758584103
ei reiseveske,1,9,119,2.2574892204889722e-5,0.8689527507506152
ei rekkefølge,1,9,119,2.2574892204889722e-5,0.8689753256428201
ei reklameutgift,1,9,119,2.2574892204889722e-5,0.8689979005350249
ei rekruttering,1,9,119,2.2574892204889722e-5,0.8690204754272298
ei rensing,1,9,119,2.2574892204889722e-5,0.8690430503194347
ei renskning,1,9,119,2.2574892204889722e-5,0.8690656252116395
ei rente,1,9,119,2.2574892204889722e-5,0.8690882001038445
ei representasjonsoppgave,1,9,119,2.2574892204889722e-5,0.8691107749960494
ei ressursforvaltning,1,9,119,2.2574892204889722e-5,0.8691333498882543
ei restaurering,1,9,119,2.2574892204889722e-5,0.8691559247804591
ei resultatliste,1,9,119,2.2574892204889722e-5,0.869178499672664
ei resultatrapportering,1,9,119,2.2574892204889722e-5,0.869201074564869
ei rettssak,1,9,119,2.2574892204889722e-5,0.8692236494570739
ei revegetering,1,9,119,2.2574892204889722e-5,0.8692462243492787
ei revyfremføring,1,9,119,2.2574892204889722e-5,0.8692687992414836
ei rifle,1,9,119,2.2574892204889722e-5,0.8692913741336885
ei rikmannshytte,1,9,119,2.2574892204889722e-5,0.8693139490258934
ei rimelighet,1,9,119,2.2574892204889722e-5,0.8693365239180982
ei rimelighetsoppfatning,1,9,119,2.2574892204889722e-5,0.8693590988103032
ei ringgås,1,9,119,2.2574892204889722e-5,0.8693816737025081
ei riping,1,9,119,2.2574892204889722e-5,0.869404248594713
ei riskake,1,9,119,2.2574892204889722e-5,0.8694268234869178
ei rockehistorie,1,9,119,2.2574892204889722e-5,0.8694493983791227
ei rødbete,1,9,119,2.2574892204889722e-5,0.8694719732713276
ei rogn,1,9,119,2.2574892204889722e-5,0.8694945481635326
ei rømming,1,9,119,2.2574892204889722e-5,0.8695171230557374
ei rosin,1,9,119,2.2574892204889722e-5,0.8695396979479423
ei røykmaskin,1,9,119,2.2574892204889722e-5,0.8695622728401472
ei rumpevorte,1,9,119,2.2574892204889722e-5,0.8695848477323521
ei rundkjøring,1,9,119,2.2574892204889722e-5,0.8696074226245569
ei rusmiddelforskning,1,9,119,2.2574892204889722e-5,0.8696299975167618
ei ruting,1,9,119,2.2574892204889722e-5,0.8696525724089668
ei særstilling,1,9,119,2.2574892204889722e-5,0.8696751473011716
ei sagaøy,1,9,119,2.2574892204889722e-5,0.8696977221933765
ei saksomkostning,1,9,119,2.2574892204889722e-5,0.8697202970855814
ei samfunnsform,1,9,119,2.2574892204889722e-5,0.8697428719777863
ei samhandling,1,9,119,2.2574892204889722e-5,0.8697654468699911
ei sammenfletting,1,9,119,2.2574892204889722e-5,0.869788021762196
ei sammenføyning,1,9,119,2.2574892204889722e-5,0.869810596654401
ei sangtekst,1,9,119,2.2574892204889722e-5,0.8698331715466059
ei scampigreie,1,9,119,2.2574892204889722e-5,0.8698557464388107
ei sekspartsforhandling,1,9,119,2.2574892204889722e-5,0.8698783213310156
ei selart,1,9,119,2.2574892204889722e-5,0.8699008962232205
ei selvfølge,1,9,119,2.2574892204889722e-5,0.8699234711154255
ei selvfølgelighet,1,9,119,2.2574892204889722e-5,0.8699460460076303
ei selvinnsikt,1,9,119,2.2574892204889722e-5,0.8699686208998352
ei selvmedisinering,1,9,119,2.2574892204889722e-5,0.8699911957920401
ei selvpromotering,1,9,119,2.2574892204889722e-5,0.870013770684245
ei sendetid,1,9,119,2.2574892204889722e-5,0.8700363455764498
ei sending,1,9,119,2.2574892204889722e-5,0.8700589204686547
ei serievoldtekt,1,9,119,2.2574892204889722e-5,0.8700814953608597
ei serievoldtektssak,1,9,119,2.2574892204889722e-5,0.8701040702530646
ei sertifisering,1,9,119,2.2574892204889722e-5,0.8701266451452694
ei servicenæring,1,9,119,2.2574892204889722e-5,0.8701492200374743
ei sesongoppkjøring,1,9,119,2.2574892204889722e-5,0.8701717949296792
ei sikkerhetsårsak,1,9,119,2.2574892204889722e-5,0.8701943698218841
ei sikkerhetsvakt,1,9,119,2.2574892204889722e-5,0.870216944714089
ei siktetrening,1,9,119,2.2574892204889722e-5,0.8702395196062939
ei simulasjonstrening,1,9,119,2.2574892204889722e-5,0.8702620944984988
ei sinnsstemning,1,9,119,2.2574892204889722e-5,0.8702846693907036
ei sivilisasjonshistorie,1,9,119,2.2574892204889722e-5,0.8703072442829085
ei sjangergrense,1,9,119,2.2574892204889722e-5,0.8703298191751134
ei sjapp,1,9,119,2.2574892204889722e-5,0.8703523940673183
